N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Action,Date de régularisation,Motif rejet ,COMMENTAIRE,,
BT0084,LAURENT HAHN,5/20/2020,5/20/2020,ECHU,1812096-17-BT0084,12.00,12.00,Mail fait au client - 25/05,,PROV INSUFF,,,
BT0137,CYRIL GAY,5/1/2020,5/1/2020,ECHU,1903189-14-BT0137,12.00,12.00,Appel client le 05/06 fait le nécessaire pour relancer Mme + Relance Mme le 15/06 dde relancer le prel + Relance le 22/06 suite rejet - fait virement / le 01/07 : relance Mme - a transmis à Mr + relance Mr virement fait le 30/06,,PROV INSUFF,,,
BT0137,CYRIL GAY,6/1/2020,6/1/2020,ECHU,1903189-15-BT0137,12.00,12.00,Appel client le 05/06 fait le nécessaire pour relancer Mme + Relance Mme le 15/06 dde relancer le prel + Relance le 22/06 suite rejet - fait virement / le 01/07 : relance Mme - a transmis à Mr + relance Mr virement fait le 30/06,,PROV INSUFF,,,
BT0159,SABRINA DUFRENOY,6/20/2020,6/20/2020,ECHU,1910118-8-BT0159,24.00,24.00,Message vocal + mail le 25/06,6/26/2020,PROV INSUFF,,,
BT0176,NABAHAT DEKHIL,6/1/2020,6/1/2020,ECHU,2005026-1-LI-BT0176,10.00,10.00,Message vocal + mail le 03/06 // Fil le 04/06 : problème pour lever l'opposition du précédent contrat - envoi nouveau mandat,6/16/2020,PAS D'AUTORISATION,autorisation de présenter à nouveau le prélèvement dès réception du nouveau mandat,,
BT0181,JEROME MOZET,5/10/2020,5/10/2020,ECHU,1905025-12-BT0181,13.00,13.00,Mail fait au client 14/05,,PROV INSUFF,,,
BT0214,FREDERIC MARGAS,4/20/2020,4/20/2020,ECHU,2003134-1-LI-BT0214,25.99,25.99,Mail fait au client - 22/04 + Relance 25/05 + 04/06 // relance 15/06 + appel // modif coordonnées bancaires,6/16/2020,PROV INSUFF,,,
BT0214,FREDERIC MARGAS,5/20/2020,5/20/2020,ECHU,2003134-2-BT0214,25.99,25.99,Mail fait au client - 22/04 + Relance 25/05 + 04/06 // relance 15/06 + appel // modif coordonnées bancaires,6/16/2020,PROV INSUFF,,,
BT0280,BLIET Mélanie,4/1/2020,4/1/2020,ECHU,1907237-9-BT00280,13.00,13.00,Fil cliente + mail le 20/04,5/1/2020,PROV INSUFF,,,
BT0293,MICKAEL NOWAK,5/20/2020,5/20/2020,ECHU,1908062-9-BT0293,12.00,12.00,Fil client - représentation au 29/05 - relance 04/06 - représentation immédiate,6/5/2020,PROV INSUFF,,,
BT0321,Amélie FRANCK,12/20/2019,12/20/2019,ECHU,1912138-1-BT0321,12.00,12.00,Message vocal le 27/04,,PROV INSUFF,,,
BT0326,XAVIERIE PASCALINE NGA NOA,5/1/2020,5/1/2020,ECHU,1912297-5-BT0326,9.00,0.00,Mail fait au client - 07/05 // appel sans succès le 05/06 + mail de relance // message vocal + mail le 15/06 // nouvel appel le 01/07 personne au bout du fil - envoi LRAR,,PROV INSUFF,,,
BT0326,XAVIERIE PASCALINE NGA NOA,6/1/2020,6/1/2020,ECHU,1912297-6-BT0326,9.00,0.00,Mail fait au client - 07/05 // appel sans succès le 05/06 + mail de relance // message vocal + mail le 15/06 // nouvel appel le 01/07 personne au bout du fil - envoi LRAR,,PROV INSUFF,,,
BT0326,XAVIERIE PASCALINE NGA NOA,7/1/2020,7/1/2020,ECHU,1912297-7-BT0326,9.00,0.00,Mail fait au client - 07/05 // appel sans succès le 05/06 + mail de relance // message vocal + mail le 15/06 // nouvel appel le 01/07 personne au bout du fil - envoi LRAR,,PROV INSUFF,,,
BT0338,arthur jacob yabrehi,2/17/2020,2/17/2020,ECHU,2002112-1-LI-BT0338,26.00,26.00,,4/10/2020,PROV INSUFF,,,
BT0338,arthur jacob yabrehi,6/20/2020,6/20/2020,ECHU,2002112-5-BT0338,26.00,26.00,Message vocal + mail le 25/06,7/10/2020,PROV INSUFF,,,
CBELF0,CBELF0 BELFIUS LEASE SERVICES,6/3/2020,6/13/2020,ECHU,1902008-1-RE-B00177,"97,127.79","97,127.79",,,,Fact intermédiaire,,
C00067,MAINTENON OPTIQUE ,12/1/2019,12/1/2019,ECHU,1309018-62-C00067,81.54,0.00,Accord trouvé avec le client qui va payer sa dernière facture et après passage de tnt pour récuperer le matériel,,PAS DE MOTIF,,,
C00164,OPTIQUE FROT,4/1/2020,4/1/2020,ECHU,0809037-9-C00164,564.66,0.00,Ne pas relancer car en prolongation depuis 10 ans,,COMPTE CLOTURE,,,
C00396,OPTIQUE DU GRAND LARGE,11/1/2019,11/1/2019,ECHU,1307051-40-C00396,69.30,0.00,Mandat caduc,,,,,
C00741,RIEUMES OPTIQUE,4/1/2020,4/1/2020,ECHU,REGUL VIREMENT PAR ERREUR ,73.44,0.00,Appel client - refuse prélèvement le 03/07,,SUR ORDRE,,,
C00741,RIEUMES OPTIQUE,7/1/2020,7/1/2020,ECHU,1908131-8-C00741,296.58,296.58,Appel client - refuse prélèvement // annonce chèque envoyé le 03/07,10-Jul,SUR ORDRE,,,
C00741,RIEUMES OPTIQUE,4/1/2020,4/1/2020,ECHU,1908131-5-C00741,296.58,296.58,Mail fait au client - 03/04 + relance 22/04 - réponse client : chèque envoyés le 27/04 pour règlement avril + mai,5-May,SUR ORDRE,,,
C00741,RIEUMES OPTIQUE,5/1/2020,5/1/2020,ECHU,1908131-6-C00741,296.58,296.58,,5-May,,,,
C00741,RIEUMES OPTIQUE,6/1/2020,6/1/2020,ECHU,1908131-7-C00741,296.58,296.58,,,,,,
C00857,CAMEN,5/1/2020,5/1/2020,ECHU,1503028-1-C00857,203.52,0.00,Mandac caduc,,,,,
C00947,AZUR OPT,5/1/2020,5/1/2020,ECHU,0908024-9-C00947,448.26,448.26,,10-Jul,,,,
C01016,GOURGOUSSE,2/3/2020,2/3/2020,ECHU,0701081-12-C01016,523.80,0.00,Mail fait au client - 14/04  // relance client refus car résiliation demandée en 12/2018 le 06/07 // relance SM le 09/07,,SUR ORDRE,,,
C01205,EURL OPTIQUE DU CHÂTEAU,6/3/2020,5/1/2020,ECHU,0801027-12-C01205,507.66,507.66,AVOIR,,,Fact intermédiaire,,
C01603,BBL OPTICICENS,2/1/2020,2/1/2020,ECHU,0809080-10-C01603,472.14,0.00,Mail fait au client avec mandat et facture - le 03/04 / relance le 10/04,,COMPTE CLOTURE,,,
C01847,OPTIQUE FM,3/1/2019,3/1/2019,ECHU,1312017-4-C01847,189.30,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
C01847,OPTIQUE FM,3/1/2019,3/1/2019,ECHU,1312017-5-C01847,189.30,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
C01975,KPLV,4/1/2020,4/1/2020,ECHU,1806028-19-C01975,178.26,0.00,Mail fait au client - 03/04 + relance le 06/05 + Message vocale et relance mail le 04/06,,SUR ORDRE,,,
C01975,KPLV,5/1/2020,5/1/2020,ECHU,1806028-20-C01975,178.26,0.00,Mail fait au client - 03/04 + relance le 06/05 + Message vocale et relance mail le 04/06,,SUR ORDRE,,,
C01975,KPLV,6/1/2020,6/1/2020,ECHU,1806028-21-C01975,178.26,0.00,Mail fait au client - 03/04 + relance le 06/05 + Message vocale et relance mail le 04/06,,SUR ORDRE,,,
C02001,GEROP,4/1/2020,4/1/2020,ECHU,1811167-15-C02001,61.08,0.00,Mail fait au client - 03/04 + relance 07/05 + Message vocale et relance mail le 04/06 + fil client m'informe faire le nécessaire le 05/06 // LRAR de mise en demeure envoyé le 07/07,,SUR ORDRE,,,
C02001,GEROP,5/1/2020,5/1/2020,ECHU,1811167-16-C02001,61.08,0.00,Mail fait au client - 03/04 + relance 07/05 + Message vocale et relance mail le 04/06 + fil client m'informe faire le nécessaire le 05/06 // LRAR de mise en demeure envoyé le 07/07,,SUR ORDRE,,,
C02001,GEROP,6/1/2020,6/1/2020,ECHU,1811167-17-C02001,61.08,0.00,Mail fait au client - 03/04 + relance 07/05 + Message vocale et relance mail le 04/06 + fil client m'informe faire le nécessaire le 05/06 // LRAR de mise en demeure envoyé le 07/07,,SUR ORDRE,,,
C02001,GEROP,7/1/2020,7/1/2020,ECHU,1811167-18-C02001,61.08,0.00,Mail fait au client - 03/04 + relance 07/05 + Message vocale et relance mail le 04/06 + fil client m'informe faire le nécessaire le 05/06 // LRAR de mise en demeure envoyé le 07/07,,SUR ORDRE,,,
C02203,DCLM,4/1/2020,4/1/2020,ECHU,1312004-4-C02203,223.02,0.00,Mail fait au client avec mandat et facture - client indique que le magasin est fermé et qu'il va falloir attendre - le 01/04,,MANDAT CADUC,,,
C02314,CONDE OPTIC,4/1/2020,4/1/2020,ECHU,1907192-7-C02314,22.02,0.00,Mail fait au client - 03/04 + Relance le 06/05 - client souhaite report,,SUR ORDRE,,,
C02314,CONDE OPTIC,5/1/2020,5/1/2020,ECHU,1907192-8-C02314,22.02,0.00,Mail fait au client - 03/04 + Relance le 06/05 - client souhaite report,,SUR ORDRE,,,
C02581,MIKABO OPTIQUE,4/1/2020,4/1/2020,ECHU,1405034-59-C02581,193.50,193.50,Mail fait au client - 03/04 + Relance 21/04 - client souhaite report en juin / nouvelle relance 03/06 // retour client : informe avoir débloqué la situation avec banque et faire virement de régul,6/12/2020,SERVICE SPECIFIQUE,,,
C02581,MIKABO OPTIQUE,5/1/2020,5/1/2020,ECHU,1405034-60-C02581,193.50,193.50,Mail fait au client - 03/04 + Relance 21/04 - client souhaite report en juin / nouvelle relance 03/06 // retour client : informe avoir débloqué la situation avec banque et faire virement de régul,6/12/2020,SERVICE SPECIFIQUE,,,
C02581,MIKABO OPTIQUE,6/1/2020,6/1/2020,ECHU,1405034-61-C02581,193.50,193.50,Mail fait au client - 03/04 + Relance 21/04 - client souhaite report en juin / nouvelle relance 03/06 // retour client : informe avoir débloqué la situation avec banque et faire virement de régul,6/12/2020,SERVICE SPECIFIQUE,,,
C02702,VAL OPTIC,4/1/2020,4/1/2020,ECHU,2001004-3-C02702,335.94,335.94,Mail fait au client - 03/04 + Relance 06/05 - nouvelle présentation possible à compter du 15/05,16-May,SUR ORDRE,,,
C02702,VAL OPTIC,5/1/2020,5/1/2020,ECHU,2001004-4-C02702,335.94,335.94,Mail fait au client - 03/04 + Relance 06/05 - nouvelle présentation possible à compter du 15/05,16-May,SUR ORDRE,,,
C03254,P2M OPTIQUE,4/1/2020,4/1/2020,ECHU,1606057-46-C03254,239.94,239.94,,4/15/2020,PROV INSUFF,,,
C03254,P2M OPTIQUE,6/1/2020,6/1/2020,ECHU,1606057-48-C03254,239.94,239.00,Appel cliente qui m'informe que la société a été passé en RJ depuis le 03/06 et la banque a gelé tous les prélevements,7/1/2020,OPPOSITION SUR COMPTE,,,
C03468,KADOC,4/1/2020,4/1/2020,ECHU,1705058-35-C03468,136.32,136.32,Mail fait au client - 03/04 - demande d'attendre la reprise d'activité pour nouveau prélèvement // nouveau rejet 14/05 relance // Appel téléphonique client : procède au virement ce jour et remet en place l'AP,5-Jun,SUR ORDRE,,,
C03468,KADOC,5/1/2020,5/1/2020,ECHU,1705058-36-C03468,136.32,136.32,Mail fait au client - 03/04 - demande d'attendre la reprise d'activité pour nouveau prélèvement // nouveau rejet 14/05 relance // Appel téléphonique client : procède au virement ce jour et remet en place l'AP,5-Jun,SUR ORDRE,,,
C03468,KADOC,6/1/2020,6/1/2020,ECHU,1705058-37-C03468,136.32,136.32,Mail fait au client - 03/04 - demande d'attendre la reprise d'activité pour nouveau prélèvement // nouveau rejet 14/05 relance // Appel téléphonique client : procède au virement ce jour et remet en place l'AP,5-Jun,SUR ORDRE,,,
C03482,LA SEGUE OPTIQUE,4/1/2020,4/1/2020,ECHU,1909124-5-C03482,233.22,233.22,Mail fait au client - 03/04 // demande report - chèque envoyés le 27/04 pour règlement avril + mai,5/5/2020,SUR ORDRE,,,
C03482,LA SEGUE OPTIQUE,5/1/2020,5/1/2020,ECHU,1909124-6-C03482,233.22,233.22,,5/5/2020,,,,
C03141,ABS VISION,5/29/2020,6/29/2020,ECHU,1907206-1-LI-C03141,147.60,147.60,,6/12/2020,,,,
C03371,JEAN 10 OPTIQUE,6/16/2020,6/16/2020,ECHU,2006003-1-LI-C03371,93.30,93.30,,7/3/2020,,Fact intermédiaire,,
C03482,LA SEGUE OPTIQUE,6/1/2020,6/1/2020,ECHU,1909124-7-C03482,233.22,233.22,,6/3/2020,,,,
C03482,LA SEGUE OPTIQUE,7/1/2020,7/1/2020,ECHU,1909124-8-C03482,233.22,233.22,Appel client - refuse prélèvement + annonce chèque envoyé le 03/07,7/10/2020,,,,
C03492,KPFA,4/1/2020,4/1/2020,ECHU,1709032-30-C03492,130.26,130.26,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03492,KPFA,4/1/2020,4/1/2020,ECHU,1708014-30-C03492,129.60,129.60,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03492,KPFA,5/1/2020,5/1/2020,ECHU,1709032-31-C03492,130.26,130.26,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03492,KPFA,5/1/2020,5/1/2020,ECHU,1708014-31-C03492,129.60,129.60,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03492,KPFA,6/1/2020,6/1/2020,ECHU,1709032-32-C03492,130.26,130.26,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03492,KPFA,6/1/2020,6/1/2020,ECHU,1708014-32-C03492,129.60,129.60,Mail fait au client - 03/04 + relance 07/05 + 04/06 // aucune messagerie vocale // le 23/06 demande pierre suite à donner,1-Jul,SUR ORDRE,,,
C03683,JV OPTIC,4/1/2020,4/1/2020,ECHU,1912008-2-C03683,374.70,374.70,Opposition faite à la banque jusqu'à la fin du confinement,14-May,SUR ORDRE,,,
C03683,JV OPTIC,5/1/2020,5/1/2020,ECHU,1912008-3-C03683,374.70,374.70,Opposition faite à la banque jusqu'à la fin du confinement,14-May,SUR ORDRE,,,
CBNP00,BNP LEASE,2/21/2020,3/1/2020,ECHU,1911215-1-RE-S01415,10914.04,0.00,,,MICROCOSME,,,
CBNP00,BNP LEASE,4/16/2020,5/1/2020,ECHU,1912106-1-RE-S01443,"43,302.17","43,302.17",,5/13/2020,OPTION OSTREVANT,,,
COA001,NASA,6/1/2020,6/1/2020,ECHU,2003193-1-COA001,76.80,76.80,,6/12/2020,,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-1-LI-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-2-LI-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-3-LI-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-4-LI-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-5-LI-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909070-1-COA002,672.60,672.60,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-1-LI-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-2-LI-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-3-LI-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-4-LI-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-5-LI-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,2/4/2020,2/4/2020,ECHU,1909074-2-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
COA002,VLV,4/1/2020,4/1/2020,ECHU,1909074-5-COA002,90.00,90.00,Nouveau rib obtenu mais le client souhaite étaler les impayés,4/9/2020,COMPTE BLOQUE POUR PRLV AUTO,,,
CSGEF0,FRANFINANCE ,3/1/2020,3/10/2020,ECHU,1912260-1-RE-C02142,4264.51,"4,264.51","Règlement reçu pour 4264,51",,SAINT FLORENT OPTIQUE,,,
CSGEF0,FRANFINANCE ,3/1/2020,3/10/2020,ECHU,1912285-1-RE-S01423,11933.95,"11,933.95",,4/6/2020,ZEN CONNECT,,,
CSGEF0,FRANFINANCE ,3/1/2020,3/10/2020,ECHU,1909070-1-RE-COA002,21414.10,"21,414.10",,5/4/2020,VLV,,,
CSGEF0,FRANFINANCE ,3/1/2020,3/10/2020,ECHU,2001203-1-RE-BG0620,1145.88,"1,145.88",,6/25/2020,LE COCON DES CHERUBINS,,,
CSGEF0,FRANFINANCE ,3/10/2020,3/20/2020,ECHU,2001211-1-RE-S00691,994.42,994.42,,4/9/2020,GAMBET PENIN ISABELLE,,,
CSGEF0,FRANFINANCE ,3/26/2020,4/6/2020,ECHU,1904087-1-RE-X00097,8010.18,"8,010.18",,4/3/2020,LBH,,,
CSGEF0,FRANFINANCE ,3/26/2020,4/6/2020,ECHU,1903066-1-RE-X00095,2943.06,"2,943.06",,4/3/2020,SPEC AXA 3C,,,
CSGEF0,FRANFINANCE ,3/20/2020,3/30/2020,ECHU,f-2020-20-03,240616.32,"240,616.32",,4/24/2020,CLEODIS ,,,
CSGEF0,FRANFINANCE ,3/27/2020,4/7/2020,ECHU,2002045-1-RE-S00935,2434.62,"2,434.62",,4/21/2020,SCOOP INSTEP,,,
CSGEF0,FRANFINANCE ,3/27/2020,4/7/2020,ECHU,1912051-1-RE-S00909,9185.87,"9,185.87",,,SOWAI,,,
CSGEF0,FRANFINANCE ,3/27/2020,4/7/2020,ECHU,2001246-1-RE-S00295,1189.99,"1,189.99",,4/3/2020,DJEHA KARIMA,,,
CSGEF0,FRANFINANCE ,4/2/2020,4/12/2020,ECHU,1907029-1-RE-FL7683,"13,776.02","13,776.02",,4/16/2020,ROD BAR,,,
CSGEF0,FRANFINANCE ,4/3/2020,4/13/2020,ECHU,1910241-1-RE-C03253,"7,209.37","7,209.37",,4/24/2020,AKRENNES,,,
CSGEF0,FRANFINANCE ,4/6/2020,4/13/2020,ECHU,2003194-1-RE-S01373,"22,893.48","22,893.48",,4/30/2020,EXCO DOUAI ,,,
CSGEF0,FRANFINANCE ,4/6/2020,4/13/2020,ECHU,2002189-1-RE-S01451,"10,747.56","10,747.56",,4/17/2020,DEROLLEZ MARC,,,
CSGEF0,FRANFINANCE ,4/6/2020,4/13/2020,ECHU,2002016-1-RE-BG0634,"2,698.78","2,698.78",,5/15/2020,UNIVERSITE CLAUDE BERNARD LYON 1,,,
CSGEF0,FRANFINANCE ,4/7/2020,4/17/2020,ECHU,1909143-1-RE-S01394,"35,666.18","35,666.18",,5/4/2020,STANLEY ROBOTICS,,,
CSGEF0,FRANFINANCE ,4/7/2020,4/17/2020,ECHU,2001186-1-RE-S01394,"3,385.25","3,385.25",,5/4/2020,STANLEY ROBOTICS,,,
CSGEF0,FRANFINANCE ,4/9/2020,4/19/2020,ECHU,1912265-1-RE-S01104,"52,366.78","52,366.78",,4/30/2020,MBS,,,
CSGEF0,FRANFINANCE ,4/9/2020,4/19/2020,ECHU,1905080AVT1-1-RE-C00309,"4,129.60",0.00,,,PHILOPTIC,,,
CSGEF0,FRANFINANCE ,4/16/2020,4/27/2020,ECHU,1912163-1-RE-217901,"7,279.28","7,279.28",,5/7/2020,FQSC,,,
CSGEF0,FRANFINANCE ,4/16/2020,4/27/2020,ECHU,2002100-1-RE-X00001,"1,495.02","1,495.02",,5/11/2020,SEILLIER PHILIPPE,,,
CSGEF0,FRANFINANCE ,4/27/2020,5/7/2020,ECHU,1912086-1-RE-C03265,"1,265.98","1,265.98",,5/7/2020,ROSE,,,
CSGEF0,FRANFINANCE ,4/30/2020,5/10/2020,ECHU,2004034-1-RE-S00013,"172,132.48","172,132.48",,5/25/2020,IN'TECH MEDICAL,,,
CSGEF0,FRANFINANCE ,5/6/2020,5/16/2020,ECHU,2001244-1-RE-S01439,"31,483.31","31,483.31",,5/25/2020,L'HOPITAL PRIVE DU CONFLUENT,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,2003109-1-RE-S01208,"7,849.99","7,849.99",,5/25/2020,V.M.D.,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,2003049-1-RE-S01403,"6,545.33","6,545.33",,5/25/2020,MODERNA HEALTH & WELLNESS,,,
CSGEF0,FRANFINANCE ,5/18/2020,5/28/2020,ECHU,2003042-1-RE-S01450,"6,079.57","6,079.57",,5/25/2020,TSM,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,2004004-1-RE-S01450,"5,163.42","5,163.42",,5/25/2020,TSM,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,2004024-1-RE-S01456,"4,955.70","4,955.70",,5/25/2020,SOTRIMPEX,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,1912011-1-RE-S01459,"4,669.58","4,669.58",,5/25/2020,SAINT JUST MOTO BEAUVAIS,,,
CSGEF0,FRANFINANCE ,5/15/2020,5/25/2020,ECHU,2005006-1-RE-C01593,"8,114.05","8,114.05",,5/25/2020,CSA OPTIC,,,
CSGEF0,FRANFINANCE ,5/29/2020,6/10/2020,ECHU,1901022-1-RE-S01356,"27,635.59","27,635.59",,7/3/2020,WATERLOT ET ASSOCIES,,,
CSGEF0,FRANFINANCE ,6/12/2020,6/22/2020,ECHU,2004027-1-RE-S01159,"6,048.97","6,048.97",,6/29/2020,,,,
CSGEF0,FRANFINANCE ,6/12/2020,6/22/2020,ECHU,1910236-1-RE-C00977,"26,426.71",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/15/2020,6/25/2020,ECHU,2001060-1-RE-S01139,"36,917.65","36,917.65",,7/1/2020,,,,
CSGEF0,FRANFINANCE ,6/15/2020,6/25/2020,ECHU,1912210-1-RE-C03553,"1,238.21",0.00,,,,,,
CSGEF0,FRANFINANCE ,5/29/2020,6/10/2020,ECHU,1907206-1-RE-C03141,"7,668.36","7,668.36",,6/10/2020,ABS VISION,,,
CSGEF0,FRANFINANCE ,6/22/2020,7/2/2020,ECHU,2005022-1-RE-S01461,"17,157.77","17,157.77",,7/3/2020,VERSPIEREN,,,
CSGEF0,FRANFINANCE ,6/22/2020,7/2/2020,ECHU,2005081-1-RE-S01465,"8,721.42",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/19/2020,6/29/2020,ECHU,2001013-1-RE-C02560,"3,378.41",0.00,,,,,,
FSGEF0,FRANFINANCE ,4/7/2020,6/29/2020,ECHU,CESSION 1812094-C02142,"2,142.82","2,142.82",,,,,,
CSGEF0,FRANFINANCE ,6/25/2020,6/29/2020,ECHU,2001205-1-RE-M00380,"5,279.64",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/25/2020,6/29/2020,ECHU,1912288-1-RE-M00454,"5,279.64",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/25/2020,6/29/2020,ECHU,2001217-1-RE-S01438,"132,253.07",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/25/2020,6/29/2020,ECHU,2003084-1-RE-S01452,"1,513.92",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,1912215-1-RE-C00693,"4,533.76","4,533.76",,7/10/2020,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2001034-1-RE-C00728,"7,707.11",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,1909150-1-RE-C01953,"8,582.92",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2001261-1-RE-C02166,"4,680.77",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2002118-1-RE-C02257,"7,550.98","7,550.98",,7/10/2020,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,1909151-1-RE-C02695,"7,409.48",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2001078-1-RE-DM0402,"2,080.80","2,080.80",,7/10/2020,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2005056-1-RE-M00439,"3,093.10",0.00,,,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2002132-1-RE-M00450,"7,344.71","7,344.71",,7/10/2020,,,,
CSGEF0,FRANFINANCE ,6/30/2020,6/29/2020,ECHU,2004035-1-RE-S00912,"12,455.32",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/6/2020,7/6/2020,ECHU,2001250-1-RE-S00935,"28,579.93",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/6/2020,7/6/2020,ECHU,1908057-1-RE-C01497,"7,500.56",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/7/2020,7/7/2020,ECHU,2002106-1-RE-M00126,"5,205.22",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/7/2020,7/7/2020,ECHU,2002141-1-RE-M00310,"5,968.00",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/7/2020,7/7/2020,ECHU,2003092-1-RE-M00571,"7,596.58",0.00,,,,,,
CSGEF0,FRANFINANCE ,7/7/2020,7/7/2020,ECHU,2002120-1-RE-M00480,"11,944.15",0.00,,,,,,
D32039,F2G1,4/1/2020,4/1/2020,ECHU,1806122-21-D32039,27.60,27.60,Retour du client indiquant le gel des prelevements - Client a appelé Jérome et envoyé un mail pour représenter le prélèvement au 01/05/2020 // nouveau rejet - relance le 05/05,5/12/2020,SUR ORDRE,,,
