cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
AED,ASS BAPAUME RELAIS INSERTION FORMATION,,62450,BAPAUME,1,321730580,,,,,,387950959,38795095900032,7 RUE DU GENERAL DE GAULLE,8130Z,Services d'aménagement paysager,321581231,,20,1992-06-01,"Association déclarée ""entreprises d'insertion par l'économique""",
AED,DELCROIX SAS,,62450,BAPAUME,1,321246700,Président,BOURGOIS,M,"Mathias, Patrice",,621920156,62192015600034,134 RUE DU FAUBOURG DE PERONNE,2920Z,Fabrication de carrosseries et remorques,321246719,11904474,106,1962-01-01,Société par actions simplifiée,1000000
AED,HERODE,,62450,BAPAUME,1,321070428,Président,PANTIGNIE,M,Philippe,,344666227,34466622700014,RUE DU FAUBOURG DE PERONNE,4711D,Supermarchés,,13427120,48,1988-04-01,Société par actions simplifiée,40000
AED,REGIE DEPARTEMENTALE TRANSPORTS PDC,,62450,BAPAUME,1,321071267,,,,,,783921901,78392190100014,AV DES FRERES COINT,4939B,Autres transports routiers de voyageurs,321508372,,20,1900-01-01,Régie d'une collectivité locale à caractère industriel ou commercial,
AED,SELMO-JELEN,,62450,BAPAUME,1,321228225,Président,THOMAS,M,Yann,,642035976,64203597600066,LE PETIT MOULIN,1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",,6154375,187,1964-01-01,Société par actions simplifiée,600000
AED,TECHNIQUES LEROY,,62450,BAPAUME,1,321213910,Président,LEROY,M,Jean Pierre,,315030957,31503095700015,RUE DE LA REPUBLIQUE,2561Z,Traitement et revêtement des métaux,321213911,1107614,13,1979-01-01,Société par actions simplifiée,420000
AED,UNIJECT SA,,62450,BAPAUME,1,321589255,Président Directeur Général,DEVISE,M,Jean-Marc,,319439964,31943996400010,ZI DE LA VALLEE DU BOIS,2920Z,Fabrication de carrosseries et remorques,,4384791,38,1980-07-01,SA à conseil d'administration,100000
AED,BOUTTEMY ENDIVES,,62810,BARLY,1,321484697,Gérant,BOUTTEMY,,Marie Claire Genevieve Cecile,,524284155,52428415500016,3 RUE D'AVESNES,0113Z,"Culture de légumes, de melons, de racines et de tubercules",,2728737,44,2010-06-01,Société à responsabilité limitée,100000
AED,EARL CHOPIN,,62124,BEAUMETZ LES CAMBRAI,1,321235912,Gérant,CHOPIN,,Frederic,,508033180,50803318000011,11 RUE DE LA MALADRERIE,0113Z,"Culture de légumes, de melons, de racines et de tubercules",,,20,2008-09-01,EARL - Exploitation agricole à responsabilité limitée,265000
AED,SCEA LELY,,62124,BEAUMETZ LES CAMBRAI,1,321074548,Gérant,LELY,M,Jean-Eric,,315303347,31530334700019,7 RUE DE LA VIGNE,0113Z,"Culture de légumes, de melons, de racines et de tubercules",,,50,1979-01-01,Société civile d'exploitation agricole SCEA,300000
AED,ANCIENS ETABLISSEMENTS MISEROLLE,,62123,BEAUMETZ LES LOGES,1,321151115,Président,STE MATINIBEL,M,Jean-Jacques Andre,CHARPENTIER,435087259,43508725900014,21 RUE DE LA GARE,4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",321151111,7917644,14,2001-03-01,Société par actions simplifiée,153000
AED,AIDE SERVICES SUD OUEST ARRAGEOIS,,62217,BEAURAINS,1,321074522,,,,,,321919581,32191958100025,14 RUE DE LA REPUBLIQUE,8810A,Aide à domicile,,,20,1981-04-13,Association déclarée,
AED,ARTEBAT,,62217,BEAURAINS,1,321554010,Président du conseil d'administration,JOVENET,M,Bernard,,317481828,31748182800026,ZONE INDUSTRIELLE,4120B,Construction d'autres bâtiments,,5088076,68,1979-01-01,SA à conseil d'administration,392000
AED,CLAIRVOIE DOMICILE SERVICE,,62217,BEAURAINS,1,321232929,Gérant,MADELAINE,M,Bruno,,424762847,42476284700012,RUE ANGELE RICHARD,4799A,Vente à domicile,321234056,8300466,54,1999-09-27,Société à responsabilité limitée,30000
AED,ESPACE MOTORS,,62217,BEAURAINS,1,321163050,Président,LEMPEREUR,M,Jean Paul,,491876405,49187640500029,1 DES COQUELICOTS,4511Z,Commerce de voitures et de véhicules automobiles légers,,12653841,24,2006-09-05,Société par actions simplifiée,800000
AED,MECANIQUE INDUSTRIELLE EUROPRECIS,,62217,BEAURAINS,1,321732761,Président Directeur Général,TABARY,M,Philippe,,423505601,42350560100017,RTE DE TILLOY,2562B,Mécanique industrielle,321241426,3187553,28,1999-07-01,Société par actions simplifiée,510000
AED,S.D.E. MENUISERIE,,62217,BEAURAINS,1,321155500,Gérant,DELPORTE,M,Emmanuel,,451279129,45127912900014,ZONE INDUSTRIELLE,4332A,Travaux de menuiserie bois et PVC,321226476,2913403,28,2003-12-18,Société à responsabilité limitée,325000
AED,SARL ARPI-METAL,,62217,BEAURAINS,1,321591532,Gérant,DEMAILLY,M,Christophe,,435287867,43528786700020,RTE DE TILLOY,4391A,Travaux de charpente,,3386196,16,2001-03-16,Société à responsabilité limitée,38000
AED,SARL MATHON GILLES,,62217,BEAURAINS,1,321555431,Gérant,MATHON,M,Gilles,,381050525,38105052500058,17 RUE ANGELE RICHARD,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,321247863,865602,11,1991-02-15,Société à responsabilité limitée,8000
AED,SAS GAUDRY SERGE,,62217,BEAURAINS,1,321732770,Président,GAUDFY SAS,M,Olivier,GAUDRY,322578436,32257843600014,ZONE INDUSTRIELLE,2920Z,Fabrication de carrosseries et remorques,321489998,4272220,16,1973-01-01,Société par actions simplifiée,42200
AED,SOC ARRAGEOISE DE MENUISERIE ALUMINIUM,,62217,BEAURAINS,1,321513030,Président,TAVERNIER,M,Eric,,721920072,72192007200049,CAR POLE D'ACTIV LONGS CHAMPS,4332B,Travaux de menuiserie métallique et serrurerie,,2768745,17,1972-01-01,Société par actions simplifiée,153000
AED,BEAUVOIR BATIMENT,,62390,BEAUVOIR WAVANS,1,321040580,Président du conseil de surveillance,COQUART,M,Guy Henri Rene Roger,,314515065,31451506500014,2 RUE BERTRAND,4391A,Travaux de charpente,,1704032,37,1978-01-01,Société par actions simplifiée,40000
AED,ETABLISSEMENT COQUART,,62390,BEAUVOIR WAVANS,1,321410862,Président du conseil de surveillance,COQUART,M,Guy,,701920589,70192058900010,16 RUE NORBERT BACQUET,4391A,Travaux de charpente,,9139846,42,1970-01-01,Société par actions simplifiée,400000
AED,SARL FRANCIS PETIT,,62121,BEHAGNIES,1,321214444,Gérant,PETIT,M,Francis,,398854307,39885430700012,21 RTE NATIONALE,4677Z,Commerce de gros (commerce interentreprises) de déchets et débris,,2571531,17,1994-10-01,Société à responsabilité limitée,220000
AED,SOCIETE NOUVELLE FENET,,62134,BERGUENEUSE,1,321046098,Président,SOFIMONT,M,Patrick,BESSON,351258009,35125800900015,7 RUE DU MONT,2830Z,Fabrication de machines agricoles et forestières,,9521425,55,1989-06-09,Société par actions simplifiée,200000
AED,GOUBET BENJAMIN PAUL ROBERT,,62124,BERTINCOURT,1,321597673,,,,,,440853422,44085342200010,31 RUE POINCARE,0113Z,"Culture de légumes, de melons, de racines et de tubercules",,,10,2002-02-01,Exploitant agricole,
AED,AGILICE,,62118,BIACHE SAINT VAAST,1,321600000,Gérant,RICHARD,M,Michel,,480057017,48005701700026,3 RUE PASTEUR,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,,,100,2004-12-01,Société à responsabilité limitée,37000
AED,FINIMETAL,,62118,BIACHE SAINT VAAST,1,321504770,Président,BONGERS,M,Jos,,552069882,55206988200033,RUE PASTEUR,2521Z,Fabrication de radiateurs et de chaudières pour le chauffage central,321078929,44202116,184,1955-01-01,SASU Société par actions simplifiée à associé unique,7049492
AED,LES AMBULANCES EUROPEENNES,,62118,BIACHE SAINT VAAST,1,321242727,Gérant,CHUFFART,M,Grégory,,350430617,35043061700059,RUE DES PERVENCHES,8690A,Ambulances,321225404,1020527,17,1989-05-01,Société à responsabilité limitée,19200
AED,ACM,,62111,BIENVILLERS AU BOIS,1,321501832,Président,LECLERCQ,M,"Dominique, Jean, Joseph",,751681156,75168115600012,RUE DE LA LOUVIERE,2432Z,Laminage à froid de feuillards,,,10,2012-05-22,SASU Société par actions simplifiée à associé unique,100000
AED,AGRIMETAL,,62111,BIENVILLERS AU BOIS,1,321078250,Gérant,BAUDERLICQUE,,Daniel,,341831196,34183119600033,RTE DE MONCHY AU BOIS,2511Z,Fabrication de structures métalliques et de parties de structures,,6424210,44,1987-07-01,Société à responsabilité limitée,140250
AED,ETABLISSEMENTS WILLEMAND,,62770,BLANGY SUR TERNOISE,1,321418100,Président,WILLEMAND,M,Christian,,478505563,47850556300021,RUE D HESDIN,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,,10419022,33,2004-08-17,Société par actions simplifiée,2000000
AED,NB DISTRIBUTION,,62156,BOIRY NOTRE DAME,1,321161256,Président,STREET,M,Herve  Alain  Jean  Maurice,,420819526,42081952600047,16 RUE DE GUEMAPPE,4941A,Transports routiers de fret interurbains,,1794649,21,1998-11-01,SASU Société par actions simplifiée à associé unique,8000
AED,SCE SOINS INFIRMIERS A DOMICILE,,62175,BOIRY SAINT MARTIN,1,321555655,,,,,,349448308,34944830800016,7 RUE DE LA MAIRIE,8690D,Activités des infirmiers et des sages-femmes,321557955,,10,1988-12-01,Association déclarée,
AED,AMBULANCES DELCROIX,,62320,BOIS BERNARD,1,321201311,Gérant,DELCROIX,M,Xavier,,413180340,41318034000049,73 RTE DE NEUVIREUIL,8690A,Ambulances,,1392664,29,1997-07-01,Société à responsabilité limitée,136000
AED,SA DEVILLERS,,62270,BONNIERES,1,321037738,Président,BERQUIN,M,Jean Paul,,323781591,32378159100017,42 RUE DU BOIS CHOQUET,4120A,Construction de maisons individuelles,321411846,3274230,49,1982-01-01,Société par actions simplifiée,195250
AED,TRANSPORTS NEVES BERNARD,,62270,BONNIERES,1,321036760,Gérant,NEVES,M,Bernard,,447485418,44748541800019,6 RUE DE L'ABBAYE,4941B,Transports routiers de fret de proximité,321414899,1903729,15,2003-02-01,Société à responsabilité limitée,63000
AED,APPRO.GESTION.SERVICE,,62117,BREBIERES,1,321230914,Gérant,HAMMARI,M,Patrick,,420255853,42025585300020,22 RUE DU PONT,5629B,Autres services de restauration n.c.a.,,3825067,19,1998-10-01,Société à responsabilité limitée,50000
AED,BELVAL LIONEL JULES MARIE J,,62117,BREBIERES,1,321501165,,,,,,315581637,31558163700016,RTE NATIONALE,4941B,Transports routiers de fret de proximité,321241709,,10,1979-01-01,Affaire personnelle commerçant,
AED,DOUAISIENNE DE BASSE TENSION SA,,62117,BREBIERES,1,321509292,Président,HOLDING HFZ,,,,379365208,37936520800030,PARC HORIZON 2000,2711Z,"Fabrication de moteurs, génératrices et transformateurs électriques",,10698691,34,1989-12-31,Société par actions simplifiée,269565
AED,VOYAGES A. FOUACHE,,62117,BREBIERES,1,321500849,Président,FOUACHE,M,Sebastien,,317961928,31796192800031,1321 RTE NATIONALE,4939A,Transports routiers réguliers de voyageurs,,5000930,43,1980-01-01,Société par actions simplifiée,400000
AED,DUPRIEZ DISTRI,,62116,BUCQUOY,1,321730110,Gérant,DUPRIEZ,M,Adrien,,539756197,53975619700015,62 B RUE DIERVILLE,4711D,Supermarchés,,,10,2012-02-06,SARL unipersonnelle,2000
AED,GILLES DELAMBRE ET COMPAGNIE,,62116,BUCQUOY,1,321246468,Président,DELAMBRE,M,Didier,,314392432,31439243200014,2 RUE DIERVILLE,4211Z,Construction de routes et autoroutes,,6295848,18,1978-01-01,Société par actions simplifiée,1098000
AED,SOC DES TRANSPORTS GILLES DELAMBRE,,62116,BUCQUOY,1,321246466,Président,DELAMBRE,M,Didier,,691920391,69192039100014,5 B RUE DE DIERVILLE,4941B,Transports routiers de fret de proximité,,1735330,12,1969-01-01,Société par actions simplifiée,150000
AED,VANDEVILLE MICHEL,,62116,BUCQUOY,1,321595366,Président,VANDEVILLE,M,Michel,,711920371,71192037100046,42 RUE D EN HAUT,1011Z,Transformation et conservation de la viande de boucherie,,8621295,17,1964-01-01,Société par actions simplifiée,40000
AED,SERVICES & SOINS A DOMICILE DE MARQUIO,,62860,BUISSY,1,321596273,,,,,,478334477,47833447700013,35 GRAND RUE,8810A,Aide à domicile,,,10,2004-05-28,Association déclarée,
AED,ALEXANDRE GUY,,62124,BUS,1,321519435,,,,,,400352332,40035233200011,4 RUE VERTE,0113Z,"Culture de légumes, de melons, de racines et de tubercules",,,10,1982-01-01,Exploitant agricole,
AED,CHAUDRONNERIE LOUCHET,,62690,CAMBLIGNEUL,1,321246737,Gérant,LOUCHET,M,Bernard,,301273678,30127367800021,LD LES QUATRE VENTS,2511Z,Fabrication de structures métalliques et de parties de structures,,3016881,27,1964-01-01,Société à responsabilité limitée,230000
AED,SARL EERTC,,62144,CARENCY,1,321242561,Président,CHEVEREAUD,M,Christian,,421493628,42149362800026,11 T RUE DU GENERAL BARBOT,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,2742408,16,1999-01-04,Société par actions simplifiée,50000
AED,MAISON DE RETRAITE,,62128,CROISILLES,1,321071414,,,,,,266209469,26620946900011,4 RUE PONT,8710A,Hébergement médicalisé pour personnes âgées,321551343,,50,1982-01-01,Etablissement public local social et médico-social,
AED,ABI SERVICES,,62000,DAINVILLE,1,321070683,Gérant,LECHON,M,Florent,,479122228,47912222800022,10 PL DU GENERAL DE GAULLE,8121Z,Nettoyage courant des bâtiments,,1154273,27,2004-10-01,Société à responsabilité limitée,30000
AED,ACHICOURT DAINVILLE EMPLOIS FAMILIAUX,,62000,DAINVILLE,1,321249875,,,,,,443627310,44362731000016,14 RUE DE LA REPUBLIQUE,8810A,Aide à domicile,,,20,2002-09-24,Association déclarée,
AED,ASS ACHICOURT DAINVILLE SERVICES,,62000,DAINVILLE,1,321233043,,,,,,398877936,39887793600011,AV JEAN WATEL,8810A,Aide à domicile,,,20,1994-10-01,Association déclarée,
AED,COUPE FILS,,62000,DAINVILLE,1,321715321,Président,COUPE,,Mathieu,,311866834,31186683400030,RUE GAY LUSSAC,4941B,Transports routiers de fret de proximité,,12413158,124,1978-01-01,Société par actions simplifiée,300000
AED,DAINVILLE ELECTRICITE,,62000,DAINVILLE,1,321232134,Gérant,LEFEBVRE,M,Leon,,442353587,44235358700029,17 RUE JEAN MOULIN,4321A,Travaux d'installation électrique dans tous locaux,,1384922,13,2002-06-10,Société à responsabilité limitée,30000
AED,GRANDEUR NATURE EQUIPEMENT,CLI,62000,DAINVILLE,1,321243838,Président,CHAMPY,M,Bernard,,439874611,43987461100049,11 RUE JEAN MOULIN,8130Z,Services d'aménagement paysager,321243839,2140388,35,2001-11-01,Société par actions simplifiée,39000
AED,NOZA DISTRIBUTION,,62000,DAINVILLE,1,321237761,Gérant,CHOJNACKI,M,Stephen,,502160591,50216059100025,8 RUE JEAN MOULIN,4778C,Autres commerces de détail spécialisés divers,,3316003,12,2008-01-18,SARL unipersonnelle,118000
AED,RESTARTOIS,,62000,DAINVILLE,1,321736283,Gérant,JOURNE,M,Olivier,,498846195,49884619500010,25 AV JEAN MERMOZ,5610B,Cafétérias et autres libres-services,321736635,1876255,29,2007-07-01,Société à responsabilité limitée,7500
AED,SOC D'EXPL DES ETS CARLIER JEAN LUC,,62000,DAINVILLE,1,321711821,Gérant,CARLIER,M,Jean,,352814784,35281478400018,15 RUE JEAN MOULIN,4391B,Travaux de couverture par éléments,321714645,1929060,10,1989-10-01,Société à responsabilité limitée,7622
AED,SOCIETE DUFETEL ET FILS,,62000,DAINVILLE,1,321514848,Gérant,DUFETEL,M,Alain,,418245700,41824570000012,120 AV SAINT EXUPERY,4671Z,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,,29780113,13,1998-04-01,Société à responsabilité limitée,349700
AED,BERDIN ENTREPRISE,,62460,DIVION,1,321624281,Co-gérant,BERDIN,M,Christophe,,399059682,39905968200019,27 B RUE ANDRE LEBACQ,4120B,Construction d'autres bâtiments,321628041,3561788,33,1994-11-24,Société à responsabilité limitée,200928
AED,CERAM EURO 62,,62460,DIVION,1,321520645,Gérant,DUBOIS,MME,Florence,,437984867,43798486700014,105 RUE DES FRERES CARON,3250A,Fabrication de matériel médico-chirurgical et dentaire,,,10,2001-02-01,Société à responsabilité limitée,8000
AED,ERCAVITO,,62460,DIVION,1,321625242,Gérant,NOURRY,,Tony,,530232776,53023277600019,16 RUE PIERRE BACHELET,4711D,Supermarchés,,8800355,28,2011-01-13,Société à responsabilité limitée,10000
AED,SOC D'EXPLOITATION DES ETS CAUDRON,,62460,DIVION,1,321625102,Gérant,CAUDRON,M,David,,411831340,41183134000012,6 RUE PASTEUR,4754Z,Commerce de détail d'appareils électroménagers en magasin spécialisé,,823935,11,1987-04-01,SARL unipersonnelle,8000
AED,CLB,,62161,DUISANS,1,321486657,Gérant,LEBLANC,M,Christophe,,494345341,49434534100015,12 GR RUE,4120A,Construction de maisons individuelles,321586099,993191,10,2007-02-01,Société à responsabilité limitée,5000
AED,S.A.S LANDRU,,62161,DUISANS,1,321152323,Président,LANDRU,M,Guy,,353355944,35335594400011,ZONE ARTISANALE CD 55,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,5810138,45,1990-01-01,Société par actions simplifiée,100000
AED,SARL LANTOINE,,62161,DUISANS,1,965195342,Gérant,LANTOINE,M,Pierre,,380321760,38032176000015,29 RUE DE LA CROIX,4941A,Transports routiers de fret interurbains,,739063,10,1990-12-01,Société à responsabilité limitée,7622
AED,SODELEM INDUSTRIE,,62161,DUISANS,1,321504540,Président,BOUTTEMY,M,Didier,,478136898,47813689800010,ZONE ARTISANALE CD 55,4321A,Travaux d'installation électrique dans tous locaux,321485403,4685991,23,2004-07-28,Société par actions simplifiée,37000
AED,ASS INTERMEDIAIRE SERVICES MULTIPLES,,62860,ECOURT SAINT QUENTIN,1,321596403,,,,,,410171029,41017102900029,1 JAURES,7810Z,Activités des agences de placement de main-d'½uvre,,,10,1996-12-01,Association intermédiaire,
AED,ETS WATISSEE SA,,62860,ECOURT SAINT QUENTIN,1,321483503,Président Directeur Général,WATISSEE,M,Jules,,379614365,37961436500011,120 RUE HENRI BARBUSSE,4752B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)",,6593050,28,1990-10-01,SA à conseil d'administration,270000
AED,SOCIETE INDUSTRIELLE D'ISOLATION DU NO,,62860,ECOURT SAINT QUENTIN,1,321596235,Président,BLONDEL,M,Frederic,,353948953,35394895300032,RUE DE SAUDEMONT,4329A,Travaux d'isolation,,3086891,33,1990-03-01,Société par actions simplifiée,56800
AED,DIRECTENDIVE,,62860,EPINOY,1,321211274,Président,BOUQUILLON,M,Daniel,,435219530,43521953000019,7 RUE D'HAYNECOURT,4690Z,Commerce de gros (commerce interentreprises) non spécialisé,,13586807,10,2001-02-17,Société par actions simplifiée,72696
AED,AG TRANS,,62580,FARBUS,1,391192091,Président,DIEVART,M,Jacques,,493509384,49350938400035,21 RUE LAMARTINE,4941A,Transports routiers de fret interurbains,321221569,3172160,24,2007-01-02,Société par actions simplifiée,75000
AED,PRODUCTIONS HESCE-KUBIAK,,62580,FARBUS,1,321735536,Gérant,KUBIAK,MME,Anne,,379341100,37934110000020,17 RUE DU 11 NOVEMBRE,5920Z,Enregistrement sonore et édition musicale,321735552,179641,15,1990-09-10,Société à responsabilité limitée,7700
AED,FORT ET VERT,,62223,FEUCHY,1,321152828,Gérant,DUPONT,M,Gregoire,,414105148,41410514800012,ZI ARTOIS POLE,4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,321152829,9720398,33,1997-09-10,Société à responsabilité limitée,22133
AED,LA MECANIQUE MODERNE,,62223,FEUCHY,1,321553600,Président,BOSQUET,M,Michel,,651920506,65192050600037,ALL D'IRLANDE,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,,7156404,42,1965-01-01,Société par actions simplifiée,1000000
AED,LA PROTONIC,,62223,FEUCHY,1,321599516,Gérant,VIODE,,Philippe,,401722749,40172274900041,ALLEE D IRLANDE,2511Z,Fabrication de structures métalliques et de parties de structures,321599516,1158232,11,1995-07-01,SARL unipersonnelle,15000
AED,MAUFAY,,62223,FEUCHY,1,321551094,Président,TRANIN,MME,Severine,,433669611,43366961100025,310 ALL D IRLANDE,2511Z,Fabrication de structures métalliques et de parties de structures,,2540910,19,2000-11-08,Société par actions simplifiée,100000
AED,SARL DOBBELAERE PAUL INDUSTRIE,,62223,FEUCHY,1,321075640,Gérant,HECQUET,M,Alain,,408635761,40863576100047,300 ALL D'IRLANDE,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",321221622,3294748,39,1996-08-01,Société à responsabilité limitée,136000
AED,SARL GRIMME,,62223,FEUCHY,1,391191900,Gérant,GRIMME,M,Franz,,443829445,44382944500024,ALL ALLEMAGNE,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,,12578827,27,2002-11-01,Société à responsabilité limitée,100000
