"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";" prix ";"id_facture_ligne";"type_facture"
"2d Developpement";"FLI19070047";01/07/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 5.00 ";43334;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070048";01/07/2019;"Espace de stockage 1To en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Par mois";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";43336;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070049";01/07/2019;"Microsoft Office 365 (Plan E3) - Licence d'abonnement ( 1 an ) - 1 utilisateur - hébergé - agréé Microsoft - MOLP: Open Business - Open - Single Language (19.70 euros par mois, soit 59.10 euros par trimestre)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 59.10 ";43342;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070049";01/07/2019;"Microsoft Office 365 Business Premium - Licence d'abonnement ( 1 an ) - 1 utilisateur - hébergé - agréé Microsoft - MOLP: Open Business - Open, 300 utilisateurs maximum, Microsoft OneNote/Publisher (Windows only) - Single Language (10.50 euros par mois, soit 31.50 euros par trimestre)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"5.00";" 31.50 ";43343;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070049";01/07/2019;"Microsoft Office 365 Business Essentials - Licence d'abonnement ( engagement 1 an ) - 1 utilisateur - hébergé - agréé Microsoft - Offre avec tacite reconduction - sans support   - 5.10¤ / mois";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 15.30 ";43344;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070049";01/07/2019;"Compte Exchange Online Plan 1 - Licence d'abonnement mensuel - Offre sans engagement - 1 utilisateur - hébergé - agréé Microsoft - Version web d'Outlook (DLI18090026 + 19050002)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 13.20 ";43345;"facture_periodique"
"ADEUX INCENTIVE";"FLI19070049";01/07/2019;"Compte Microsoft Office 365 Business Premium - Licence d'abonnement mensuelle sans engagement - 1 utilisateur - hébergé - agréé Microsoft  [ DLI18110051 12.60¤/mois soit 37.80¤/ trimestre]";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 37.80 ";43346;"facture_periodique"
"AJIPS";"FLI19070050";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 100Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique - Limité à 1 poste utilisateur par compte (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 25.00 ";43348;"facture_periodique"
"AMP";"FLI19070051";01/07/2019;"Espace de stockage 1To en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Tarif par mois";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";43351;"facture_periodique"
"AMP";"FLI19070051";01/07/2019;"Licence 1 utilisateur pour sauvegarde en ligne dans le Cloud Privé AbsysTech Backup - Tarif pour 1 an - renouvelable par tacite reconduction";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.25 ";43352;"facture_periodique"
"Association pour la Promotion de Personnes Portant un Handicap - A3PH";"FLI19070052";01/07/2019;"Microsoft Office 365 Business - Licence d'abonnement - 1 utilisateur - Offre mensuelle sans engagement - Une licence comprend les logiciels Office complets installés sur 5 PC ou Mac, 5 téléphones et 5 tablettes par utilisateur - Agréé Microsoft - MOLP: Open Business - Open (Comprend Word, Excel, Outlook, PowerPoint et OneNote + Publisher et Acess sur PC uniquement)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 10.60 ";43355;"facture_periodique"
"Bois et Home";"FLI19070053";01/07/2019;"M 2 Comptes ""utilisateur standard Optima CRM"" 40 euros HT / mois, pour 3 mois";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE DEVELOPPEMENT";"marchandise";"6.00";" 20.00 ";43357;"facture_periodique"
"CAP Recouvrement";"FLI19070054";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";43360;"facture_periodique"
"CAP Recouvrement";"FLI19070054";01/07/2019;"Licence 1 poste avec option Serenity (par mois)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 18.00 ";43361;"facture_periodique"
"CAP Recouvrement";"FLI19070055";01/07/2019;"Compte utilisateur actif Optima (Prix par trimestre)  7 users";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE DEVELOPPEMENT";"marchandise";"21.00";" 20.00 ";43363;"facture_periodique"
"COMMUNE DE LA SENTINELLE";"FLI19070056";01/07/2019;"Adobe InDesign CC for teams - Licence d'abonnement (engagement 1 an) - 1 utilisateur";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 29.99 ";43365;"facture_periodique"
"Design d'O";"FLI19070057";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du n";01/07/2019;"PRESTATIONS INFRA";"VENTE D'ABONNEMENTS";"service";"3.00";" 50.00 ";43368;"facture_periodique"
"Design d'O";"FLI19070057";01/07/2019;"Licence 1 poste avec option Serenity (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";43369;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"FLI19070058";01/07/2019;"Contrat de maintenance des serveurs zimbra1.lerelais.org et zimbra2.lerelais.org. Selon notre offre DLI11120003. Tarif par mois";01/07/2019;"PRESTATIONS INFRA";"MAINTENANCE INFRA";"service";"3.00";" 200.00 ";43371;"facture_periodique"
"ECKLIPSE";"FLI19070059";01/07/2019;"Maintenance, Infogérance, Sauvegarde et Monitoring (par mois)";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 200.00 ";43373;"facture_periodique"
"EFOR";"FLI19070060";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 100Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique - Limité à 1 poste utilisateur par compte (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 25.00 ";43375;"facture_periodique"
"ENSO ECOLE NORD SUPERIEURE D'OSTEOPATHIE";"FLI19070061";01/07/2019;"Espace de stockage 1To en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Tarif par mois";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 56.00 ";43378;"facture_periodique"
"ENSO ECOLE NORD SUPERIEURE D'OSTEOPATHIE";"FLI19070061";01/07/2019;"Licence 1 utilisateur pour sauvegarde en ligne dans le Cloud Privé AbsysTech Backup - Tarif pour 1 mois - renouvelable par tacite reconduction";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.25 ";43379;"facture_periodique"
"Equatio Finances";"FLI19070062";01/07/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 5.00 ";43689;"facture_periodique"
"FVH International Travel";"FLI19070063";01/07/2019;"Protection SpamAway / AntiSpam - Antivirus > postmaster@domaine.com";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"15.00";" 2.50 ";43384;"facture_periodique"
"FVH International Travel";"FLI19070063";01/07/2019;"Protection SpamAway / AntiSpam - Antivirus > user@domaine.com";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"102.00";" 1.50 ";43385;"facture_periodique"
"Gan Assurances";"FLI19070064";01/07/2019;"Mise à jour proactive / Sécurité - Switch Unifi, 5¤ / mois - DLI18020017";01/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";43387;"facture_periodique"
"Ginger CEBTP";"FLI19070065";01/07/2019;"Prestation de gestion des plateformes techniques dédiées à GEMP transférée à GINGER CEBTP";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 200.00 ";43390;"facture_periodique"
"Ginger CEBTP";"FLI19070065";01/07/2019;"Sauvegarde ISO J-7 / S-4 / M-12";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 10.00 ";43391;"facture_periodique"
"Iconex Ingénierie";"FLI19070066";01/07/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne -[tarif par trimest";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"15.00";" 1.00 ";43393;"facture_periodique"
"IRM METROPOLE SUD";"FLI19070067";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 50.00 ";43396;"facture_periodique"
"IRM METROPOLE SUD";"FLI19070067";01/07/2019;"Licence 1 poste avec option Serenity (par mois)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";43397;"facture_periodique"
"KREATIC";"FLI19070068";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de poste sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 50.00 ";43401;"facture_periodique"
"KREATIC";"FLI19070068";01/07/2019;"Licence 1 poste avec option Serenity (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.00 ";43402;"facture_periodique"
"KREATIC";"FLI19070068";01/07/2019;"Extension 500 Go pour AbsysTech Cloud Backup (par mois)";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 20.00 ";43403;"facture_periodique"
"Mairie de Radinghem-en-Weppes";"FLI19070069";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an (Remise exceptionnelle de 20% incluse)";01/07/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 40.00 ";43406;"facture_periodique"
"Mairie de Radinghem-en-Weppes";"FLI19070069";01/07/2019;"Licence 1 poste avec option Serenity (par mois)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"9.00";" 6.00 ";43407;"facture_periodique"
"MAISON BALLESTER SENECHAL";"FLI19070070";01/07/2019;"Controller Unifi - Interface web centralisée - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne - Supervision de l'état des";01/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 9.00 ";43409;"facture_periodique"
"MISTERFRAICHEUR";"FLI19070071";01/07/2019;"AbsysTech Cloud Backup Pack Starter - Jusque 100Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique - Limité à 1 poste utilisateur par compte - Engagement d'un an (par mois)";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 25.00 ";43411;"facture_periodique"
"Mortreux SAS";"FLI19070072";01/07/2019;"Compte Microsoft Office 365 Business Essentials - Licence d'abonnement mensuelle sans engagement avec support technique illimité pour l'ensemble des fonctionnalités basiques de la suite Office - 1 utilisateur - hébergé - agréé Microsoft";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 9.20 ";43413;"facture_periodique"
"NCO Services";"FLI19070073";01/07/2019;"Microsoft Office 365 Business Essentials - Licence d'abonnement ( 1 mois ) - 1 utilisateur - hébergé - agréé Microsoft - Offre sans engagement";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.50 ";43415;"facture_periodique"
"NORD MED";"FLI19070074";01/07/2019;"Controller UniFi - Interface web centralisée - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Monitoring des équipements Unifi (switch, routeur, borne Wi-Fi, etc.) (5 ¤ HT/mois facturation au trimestre puis 2 ¤ HT/mois par équipement UniFi supplémentaire) DLI18090011";01/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 5.00 ";43417;"facture_periodique"
"NPC Papeterie LEHOUCK";"FLI19070075";01/07/2019;"Protection SpamAway / AntiSpam - Antivirus > postmaster@toolburo.com";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"3.00";" 2.50 ";43420;"facture_periodique"
"NPC Papeterie LEHOUCK";"FLI19070075";01/07/2019;"Protection SpamAway - AntiSpam - Antivirus > utilisateur@toolburo.com";01/07/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"9.00";" 1.50 ";43421;"facture_periodique"
"Olivarius Apart'Hotel";"FLI19070076";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 500Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique";01/07/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"3.00";" 31.00 ";43423;"facture_periodique"
"Olivarius Apart'Hotel RTSIDF";"FLI19070077";01/07/2019;"AbsysTech Cloud Backup Pack Business - Jusque 50Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique";01/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 31.00 ";43425;"facture_periodique"
"Olivarius Apart'Hotel RTSIDF";"FLI19070078";01/07/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"3.00";" 49.00 ";43427;"facture_periodique"
"Plasti Services SN";"FLI19070079";01/07/2019;"AbsysTech Cloud Backup - Espace de stockage 100Go en datacenter sécurisé - Gestion versionning / déduplication / Transfert des données par bloc - Tarif par mois - renouvelable par tacite reconduction";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 19.00 ";43430;"facture_periodique"
"Plasti Services SN";"FLI19070079";01/07/2019;"Licence 1 utilisateur pour sauvegarde en ligne dans le Cloud Privé AbsysTech Backup - Tarif pour 1 mois - renouvelable par tacite reconduction";01/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"6.00";" 6.25 ";43431;"facture_periodique"
"SAFER Hauts de France";"FLI19070080";01/07/2019;"Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne";01/07/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"3.00";" 5.00 ";43433;"facture_periodique"
