Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
06019K6004;PERCEUSE VISSEUSE GSR 18V-90 C 2x4,0Ah ProCore GAL 18V-40 L;PERCEUSE ;BOSCH;;415;
0615A5002R;"PERCEUSE VISSEUSE GSR18V-90C (3xProCORE18V 4,0Ah; GAL 18V-40) L";PERCEUSE ;BOSCH;;435;
06019K6005;PERCEUSE VISSEUSE GSR 18V-90 C 2x4,0Ah ProCore GAL 18V-40 L Como;PERCEUSE ;BOSCH;;419;
06019K6006;PERCEUSE VISSEUSE GSR 18V-90 C 2x5,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;409;
06019K6000;PERCEUSE VISSEUSE GSR 18V-90 C solo (C);PERCEUSE ;BOSCH;;235;
06019K6002;PERCEUSE VISSEUSE GSR 18V-90 C solo L;PERCEUSE ;BOSCH;;259;
06019K6202;PERCEUSE VISSEUSE GSR 18V-90 FC solo (C);PERCEUSE ;BOSCH;;259;
06019K6203;PERCEUSE VISSEUSE GSR 18V-90 FC, GFA 18-M, GFA 18-W, GFA 18-E, L;PERCEUSE ;BOSCH;;435;
06019K6204;PERCEUSE VISSEUSE GSR 18V-90 FC GFA 18-M GFA 18-H L;PERCEUSE ;BOSCH;;475;
06019K6200;PERCEUSE VISSEUSE GSR 18V-90 FC, 2xPC4,0Ah, GAL 18V-40, GFA 18-M, GFA 18-W, GFA 18-E, GFA 18-H, L;PERCEUSE ;BOSCH;;845;
06019K6205;PERCEUSE VISSEUSE GSR 18V-90 FC 2x4,0Ah ProCore GAL 18V-40 GFA 18-M GFA 18-H L;PERCEUSE ;BOSCH;;755;
06019G010A;Perceuse Visseuse GSR 18V-110 C 2x4,0Ah GAL 18V-40 L;PERCEUSE ;BOSCH;;519;
0615A5002S;"PERCEUSSE VISSEUSE GSR 18V-110 C (3xProCORE18V 4,0Ah; GAL 18V-40) L";PERCEUSE ;BOSCH;;539;
06019G010B;Perceuse Visseuse GSR 18V-110 C 2x4,0Ah GAL 1840 L Como;PERCEUSE ;BOSCH;;525;
0615990L8F;Perceuse visseuse GSR 18V-110 C 3x5,0Ah L;PERCEUSE ;BOSCH;;569;
06019G0109;Perceuse Visseuse GSR 18V-110 C solo L;PERCEUSE ;BOSCH;;279;
06019G0108;Perceuse Visseuse GSR 18V-110 C (C);PERCEUSE ;BOSCH;;255;
06019J5005;Perceuse Visseuse sans fil GSR 18V-150 C 2x8,0Ah GAL 1880 CV CoMo L;PERCEUSE ;BOSCH;;679;
0615A5002T;"PERCEUSE VISSEUSE GSR 18V-150 C (3xProCORE18V 8,0Ah; GAL 1880 CV) L";PERCEUSE ;BOSCH;;715;
06019J5002;Perceuse Visseuse sans fil GSR 18V-150 C solo L;PERCEUSE ;BOSCH;;345;
06019J5001;Perceuse Visseuse sans fil  GSR 18V-150 C (C);PERCEUSE ;BOSCH;;319;
06019N3200;Perceuse-visseuse GSR 18V-65 solo (C);PERCEUSE ;BOSCH;;0;
06019N3201;Perceuse-visseuse GSR 18V-65 solo L;PERCEUSE ;BOSCH;;0;
06019N3203;Perceuse-visseuse GSR 18V-65 + batteries GBA 2x5,0Ah + chargeur GAL 18V-40 L;PERCEUSE ;BOSCH;;0;
06019N3206;Perceuse-visseuse GSR 18V-65 + batteries ProCORE18V 2x4,0Ah L;PERCEUSE ;BOSCH;;0;
06019N3207;Perceuse-visseuse GSR 18V-65 + batteries ProCORE18V 2x4,0Ah + 82 acc LC;PERCEUSE ;BOSCH;;0;
06019N3208;Perceuse-visseuse GSR 18V-65 +batteries ProCORE18V 3x4,0Ah L;PERCEUSE ;BOSCH;;0;
06019H5001;Perceuse-visseuse sans fil GSR 18V-50 + GBA 18V 5,0Ah + GAL 1880 (C) L;PERCEUSE ;BOSCH;;329;
06019E4006;Visseuse plaquiste sans fil GTB 12V-11 + batteries GBA 2x2,0Ah + chargeur GAL 12V-20 + crochet ceinture (C) ;PERCEUSE ;BOSCH;;255;
06019E4007;Visseuse plaquiste sans fil GTB 12V-11 + batteries GBA 2x2,0Ah + chargeur GAL 12V-20 + crochet ceinture L;PERCEUSE ;BOSCH;;289;
06019E4003;Visseuse plaquiste sans fil GTB 12V-11  solo L;PERCEUSE ;BOSCH;;169;
06019E4002;Visseuse plaquiste sans fil GTB 12V-11  solo (C);PERCEUSE ;BOSCH;;149;
06019C8007;Visseuse plaquiste sans fil GSR 18V-EC TE + batteries GBA 2x5,0Ah L;PERCEUSE ;BOSCH;;499;
06019C8006;Visseuse plaquiste sans fil GSR 18V-EC TE + GBA 2x5,0Ah + chargeur MA 55 L;PERCEUSE ;BOSCH;;609;
06019C8003;Visseuse plaquiste sans fil GSR 18V-EC TE solo (C);PERCEUSE ;BOSCH;;269;
06019C8004;Visseuse plaquiste sans fil GSR 18V-EC TE solo  L;PERCEUSE ;BOSCH;;279;
06019K7002;Visseuse plaquiste sans fil GTB 18V-45 + batteries ProCORE18V 2x4,0Ah + chargeur GAL 18V-40 L  ;PERCEUSE ;BOSCH;;505;
06019K7005;Visseuse plaquiste sans fil GTB 18V-45 solo + chareur GMA 55 + embout long (C);PERCEUSE ;BOSCH;;315;
06019K7001;Visseuse plaquiste sans fil GTB 18V-45 solo L;PERCEUSE ;BOSCH;;245;
06019K7000;Visseuse plaquiste sans fil GTB 18V-45 solo (C);PERCEUSE ;BOSCH;;219;
1600A025GD;Chargeur pour Visseuse Plaquiste GMA 55 (C) ;PERCEUSE ;BOSCH;;115;
1600Z0000Y;Chargeur pour Visseuse Plaquiste MA 55 (C);PERCEUSE ;BOSCH;;109;
0601445100;Visseuse plaquiste sans fil GSR 6-45 TE (coffret);PERCEUSE ;BOSCH;;235;
0601445000;Visseuse plaquiste sans fil GSR 6-25 TE (coffret);PERCEUSE ;BOSCH;;245;
06014A2002;Visseuse plaquiste sans fil GTB  6-50 LC;PERCEUSE ;BOSCH;;175;
0601390908;Perceuse visseuse angulaire GWB 12V-10 2x2,0Ah L;PERCEUSE ;BOSCH;;229;
0601390909;Perceuse Visseuse angulaire GWB 12V-10 solo L;PERCEUSE ;BOSCH;;155;
06019H410A;Perceuse visseuse GSR 18V-28 GBA 2x4,0Ah GAL 18V40 L;PERCEUSE ;BOSCH;;319;
0601950703;PISTOLET A COLLE GKP 200 CE 500W coffret;PISTOLET A MASTIC;BOSCH;;139;
06019C4100;Pistolet à mastic GCG 18V-310 solo (C) ;PISTOLET A MASTIC;BOSCH;;369;
06019C4001;Pistolet à mastic GCG 18V-600 solo (C);PISTOLET A MASTIC;BOSCH;;389;
601776001;Ponceuse à béton GBR 15 CAG L;PONCEUSE;BOSCH;;669;
0601776000;Ponceuse à béton GBR 15 CA coffret;PONCEUSE;BOSCH;;505;
0601372300;PONCEUSE EXCENTRIQUE GEX 34-125 (C)  ;PONCEUSE;BOSCH;;255;
060137B201;PONCEUSE EXCENTRIQUE GEX 40-150 L;PONCEUSE;BOSCH;;345;
060137B202;PONCEUSE EXCENTRIQUE GEX 40-150 (C) ;PONCEUSE;BOSCH;;315;
0601372800;PONCEUSE EXCENTRIQUE GEX 34-150 (C);PONCEUSE;BOSCH;;275;
061550004H;PONCEUSE EXCENTRIQUE SANS-FIL GEX 18V-125 solo + pack abrasifs M480 L;PONCEUSE;BOSCH;;245;
601274707;PONCEUSE A BANDE GBS 75 AE COFFRET STANDARD ;PONCEUSE;BOSCH;;345;
06012C1020;Pnceuse à bande GBS 750 (C);PONCEUSE;BOSCH;;0;
0601372100;PONCEUSE EXCENTRIQUE SANS FIL GEX 12V-125 VERSION solo EN L;PONCEUSE ;BOSCH;;195;
0601372101;PONCEUSE EXCENTRIQUE SANS FIL GEX 12V-125 VERSION SOLO EN (C);PONCEUSE ;BOSCH;;169;
0601372200;PONCEUSE EXCENTRIQUE SANS FIL GEX 18V-125 VERSION solo EN L;PONCEUSE ;BOSCH;;245;
0601372201;PONCEUSE EXCENTRIQUE SANS FIL GEX 18V-125 VERSION SOLO EN (C);PONCEUSE ;BOSCH;;219;
0601257000;PONCEUSE EXCENTRIQUE GET 55-125 (C) ;PONCEUSE ;BOSCH;;449;
0601257001;PONCEUSE EXCENTRIQUE GET 55-125 L ;PONCEUSE ;BOSCH;;485;
0601257101;PONCEUSE EXCENTRIQUE GET 75-150 L ;PONCEUSE ;BOSCH;;519;
0601257100;PONCEUSE EXCENTRIQUE GET 75-150 (C) ;PONCEUSE ;BOSCH;;485;
0601387500;PONCEUSE EXCENTRIQUE GEX 125-1 AE Microfiltre (C) ;PONCEUSE ;BOSCH;;149;
06013A8020;Ponceuse excentrique GEX 125 (C);PONCEUSE ;BOSCH;;105;
06013A5020;Ponceuse excentrique GEX 185-LI (C);PONCEUSE ;BOSCH;;119;
06019L0000;PONCEUSE VIBRANTE GSS 12V-13 solo (C);PONCEUSE ;BOSCH;;165;
06019L0001;PONCEUSE VIBRANTE GSS 12V-13 solo L;PONCEUSE ;BOSCH;;229;
06019D0201;PONCEUSE VIBRANTE GSS 18V-10 2x5,0Ah L ;PONCEUSE ;BOSCH;;459;
06019D0202;PONCEUSE VIBRANTE GSS 18V-10 solo L ;PONCEUSE ;BOSCH;;215;
06019D0200;PONCEUSE VIBRANTE GSS 18V-10 solo (C) ;PONCEUSE ;BOSCH;;195;
06019L0100;PONCEUSE VIBRANTE GSS 18V-13 solo (C);PONCEUSE ;BOSCH;;219;
06019L0101;PONCEUSE VIBRANTE GSS 18V-13 solo L;PONCEUSE ;BOSCH;;279;
06012A2300;PONCEUSE VIBRANTE GSS 160 Multi L ;PONCEUSE ;BOSCH;;195;
06012A2100;PONCEUSE VIBRANTE GSS 140-1 A (C) ;PONCEUSE ;BOSCH;;139;
0601070701;PONCEUSE VIBRANTE GSS 23 AE COFFRET STANDARD ;PONCEUSE ;BOSCH;;189;
601292802;PONCEUSE VIBRANTE GSS 230 AVE (C) ;PONCEUSE ;BOSCH;;375;
0601292801;PONCEUSE VIBRANTE GSS 230 AVE L ;PONCEUSE ;BOSCH;;409;
0601292901;PONCEUSE VIBRANTE GSS 280 AVE L ;PONCEUSE ;BOSCH;;429;
06012A8021;Ponceuse vibrante GSS 140 A (C);PONCEUSE ;BOSCH;;99;
06017D4000;PONCEUSE PLAQUISTE GTR 55-225 Coffret;PONCEUSE ;BOSCH;;375;
06015A0307;Rabot sans fil GHO 18V-LI solo (C) ;RABOT;BOSCH;;225;
06015A7001;RABOT GHO 12V-20 2x3,0Ah L ;RABOT;BOSCH;;399;
06015A7002;RABOT GHO 12V-20 solo C&G L ;RABOT;BOSCH;;279;
06015A7000;RABOT GHO 12V-20 solo (C) ;RABOT;BOSCH;;255;
06015A0300;RABOT GHO 18V-LI solo L ;RABOT;BOSCH;;259;
06015B5000;Rabot GHO 18V-26 solo XL;RABOT;BOSCH;;299;
06015B5001;Rabot GHO 18V-26 solo (C);RABOT;BOSCH;;269;
06015A4000;RABOT GHO 16-82 (C);RABOT;BOSCH;;179;
06015A4301;RABOT GHO 26-82 D (C);RABOT;BOSCH;;219;
06015A4302;RABOT GHO 26-82 D COFFRET STANDARD ;RABOT;BOSCH;;249;
06015A4300;RABOT RABOT GHO 26-82 D COFFRET STANDARD ;RABOT;BOSCH;;249;
060159A760;RABOT GHO 40-82 C coffret ;RABOT;BOSCH;;379;
060159A76A;RABOT GHO 40-82 C L ;RABOT;BOSCH;;379;
06014A3100;RADIO GPB 18V-2 SC (C);RADIO;BOSCH;;199;
06014A41W0;RADIO GPB 18V-5 SC (C);RADIO;BOSCH;;355;
06014A6200;RADIO GPB 18VH-6 SRC, 2x AAA solo (C);RADIO;BOSCH;;549;
06014A6000;ENCEINTE GPB 18V-6 C, solo (C);RADIO;BOSCH;;289;
06019K5001;RIVETEUSE GRG 18V-16 C 2xProCORE18V 4,0Ah GAL 18V-40 L;RIVETEUSE;BOSCH;;1135;
06019K5002;RIVETEUSE GRG 18V-16 C solo L;RIVETEUSE;BOSCH;;919;
06019K5000;RIVETEUSE GRG 18V-16 C (C);RIVETEUSE;BOSCH;;895;
06015A1005;SCIE SAUTEUSE GST 12V-70 2x3,0Ah L ;SCIE ;BOSCH;;275;
06015A1002;SCIE SAUTEUSE GST 12V-70 solo L ;SCIE ;BOSCH;;155;
06015A1001;SCIE SAUTEUSE GST 12V-70 solo (C) ;SCIE ;BOSCH;;129;
06015B3000;SCIE SAUTEUSE GST 18V-125 B solo L;SCIE ;BOSCH;;259;
06015B3001;SCIE SAUTEUSE GST 18V-125 B solo (C);SCIE ;BOSCH;;235;
06015B2000;SCIE SAUTEUSE GST 18V-125 S solo L;SCIE ;BOSCH;;259;
06015B2001;SCIE SAUTEUSE GST 18V-125 S solo (C);SCIE ;BOSCH;;235;
06015B0002;SCIE SAUTEUSE GST 18V-155 SC 2x4,0Ah PC GAL18V-40;SCIE ;BOSCH;;559;
06015B0000;SCIE SAUTEUSE GST 18V-155 SC solo L;SCIE ;BOSCH;;329;
06015B0001;SCIE SAUTEUSE GST 18V-155 SC solo (C);SCIE ;BOSCH;;309;
06015B1002;SCIE SAUTEUSE GST 18V-155 BC 2x4,0Ah PC GAL18V-40;SCIE ;BOSCH;;559;
06015B1000;SCIE SAUTEUSE GST 18V-155 BC solo L;SCIE ;BOSCH;;329;
06015B1001;SCIE SAUTEUSE GST 18V-155 BC solo (C);SCIE ;BOSCH;;309;
06015A6106;SCIE SAUTEUSE GST 18V-LI B 2x4,0Ah GAL 18V-40 L ;SCIE ;BOSCH;;449;
06015A6101;SCIE SAUTEUSE GST 18V-LI B solo  L ;SCIE ;BOSCH;;259;
06015A6100;SCIE SAUTEUSE GST 18V-LI B solo (C) ;SCIE ;BOSCH;;235;
06015A5107;SCIE SAUTEUSE GST 18V-LI S 2x4,0Ah GAL 18V-40 L ;SCIE ;BOSCH;;449;
06015A5101;SCIE SAUTEUSE GST 18V-LI S solo  L ;SCIE ;BOSCH;;259;
06015A5100;SCIE SAUTEUSE GST 18V-LI S solo (C) ;SCIE ;BOSCH;;235;
060158F000;SCIE SAUTEUSE GST 90 BE Coffret standard ;SCIE ;BOSCH;;175;
060158F003;SCIE SAUTEUSE GST 90 BE coffret standard ;SCIE ;BOSCH;;175;
060158G000;SCIE SAUTEUSE GST 90 E Coffret standard ;SCIE ;BOSCH;;175;
0601513003;SCIE SAUTEUSE GST 150 BCE L ;SCIE ;BOSCH;;259;
0601513000;SCIE SAUTEUSE GST 150 BCE COFFRET STANDARD ;SCIE ;BOSCH;;249;
0601513008;SCIE SAUTEUSE GST 150 BCE + Accessoires  L ;SCIE ;BOSCH;;289;
0601512009;SCIE SAUTEUSE GST 150 CE COFFRET STANDARD ;SCIE ;BOSCH;;215;
0601512003;SCIE SAUTEUSE GST 150 CE L ;SCIE ;BOSCH;;259;
0601512000;SCIE SAUTEUSE GST 150 CE COFFRET STANDARD ;SCIE ;BOSCH;;249;
0601512008;SCIE SAUTEUSE GST 150 CE + Accessoires L ;SCIE ;BOSCH;;289;
0601518000;SCIE SAUTEUSE GST 160 BCE L ;SCIE ;BOSCH;;335;
0601517000;SCIE SAUTEUSE GST 160 CE L ;SCIE ;BOSCH;;335;
0601575103;SCIE SAUTEUSE GSG 300 (C) ;SCIE ;BOSCH;;739;
06016B8002;SCIE CIRCULAIRE GKM 18V-50 2x5,0Ah GAL 18V-40 L;SCIE ;BOSCH;;565;
06016B8001;SCIE CIRCULAIRE GKM 18V-50 solo L;SCIE ;BOSCH;;335;
06016B8000;SCIE CIRCULAIRE GKM 18V-50 solo (C);SCIE ;BOSCH;;299;
06016A1005;SCIE CIRCULAIRE GKS 12V-26 2x3,0Ah L ;SCIE ;BOSCH;;289;
06016A1002;SCIE CIRCULAIRE GKS 12V-26 solo L ;SCIE ;BOSCH;;165;
06016A1001;SCIE CIRCULAIRE GKS 12V-26 solo (C) ;SCIE ;BOSCH;;139;
060166H006;SCIE CIRCULAIRE GKS 18V-LI solo L ;SCIE ;BOSCH;;269;
060166H000;SCIE CIRCULAIRE GKS 18V-LI solo (C);SCIE ;BOSCH;;245;
06016A2106;SCIE CIRCULAIRE GKS 18V-57 G 2x4,0Ah GAL 18V-40 L  ;SCIE ;BOSCH;;485;
0615990M90;Scie circulaire GKS 18V-57 G 2x5,0Ah GAL 1880 L + FSN 1400 C ;SCIE ;BOSCH;;589;
06016A2101;SCIE CIRCULAIRE GKS 18V-57 G solo L ;SCIE ;BOSCH;;279;
06016A2200;SCIE CIRCULAIRE GKS 18V-57 solo (C) ;SCIE ;BOSCH;;185;
06016C1202;SCIE CIRCULAIRE GKS 18V-57-2 2xProCORE 18V5,5Ah GAL1880 CV;SCIE ;BOSCH;;635;
06016C1201;SCIE CIRCULAIRE GKS 18V-57-2 solo L;SCIE ;BOSCH;;299;
06016C1200;SCIE CIRCULAIRE GKS 18V-57-2 solo (C);SCIE ;BOSCH;;275;
06016C1100;SCIE CIRCULAIRE GKS 18V-57-2 L (C);SCIE ;BOSCH;;275;
06016C1101;SCIE CIRCULAIRE GKS 18V-57-2 L L;SCIE ;BOSCH;;299;
06016C1102;SCIE CIRCULAIRE GKS 18V-57-2 L 2xPC18V 5,5Ah, GAL 1880, L;SCIE ;BOSCH;;635;
06016C1000;SCIE CIRCULAIRE GKS 18V-57-2 GX, 1x guide parallèle, solo (C);SCIE ;BOSCH;;325;
06016C1001;SCIE CIRCULAIRE GKS 18V-57-2 GX, 1x guide parallèle, solo L;SCIE ;BOSCH;;359;
06016C1003;SCIE CIRCULAIRE GKS 18V-57-2 GX, 1x guide parallèle, 1x FSN 440, solo (C);SCIE ;BOSCH;;529;
06016B5001;SCIE CIRCULAIRE GKS 18V-68 C solo L;SCIE ;BOSCH;;425;
06016B5000;SCIE CIRCULAIRE GKS 18V-68 C solo (C);SCIE ;BOSCH;;399;
0615990M94;Scie circulaire GKS 18V-68 GC 2xProCore18V 5,5Ah GAL 1880 CV L + FSN 1400 (C) (JK);SCIE ;BOSCH;;905;
06016B5101;SCIE CIRCULAIRE GKS 18V-68 GC 2x8,0Ah Procore GAL 18V-160 C Como L ;SCIE ;BOSCH;;895;
06016B5100;SCIE CIRCULAIRE GKS 18V-68 GC solo L ;SCIE ;BOSCH;;479;
06016B9002;SCIE CIRCULAIRE GKS 18V-70 L 2x5,5Ah GAL 1880 L;SCIE ;BOSCH;;799;
06016B9001;SCIE CIRCULAIRE GKS 18V-70 L solo L;SCIE ;BOSCH;;469;
06016B9000;SCIE CIRCULAIRE GKS 18V-70 L solo (C);SCIE ;BOSCH;;445;
0601676100;SCIE CIRCULAIRE GKS 165 (C);SCIE ;BOSCH;;179;
0601623000;SCIE CIRCULAIRE GKS 190 (C);SCIE ;BOSCH;;199;
0601682003;SCIE CIRCULAIRE GKS 55+ G (C)  ;SCIE ;BOSCH;;259;
0601682101;SCIE CIRCULAIRE GKS 55+ GCE L (frein) ;SCIE ;BOSCH;;319;
0601682100;SCIE CIRCULAIRE GKS 55+ GCE (C);SCIE ;BOSCH;;295;
0615990M91;SCIE CIRCULAIRE GKS 55+GCE (L) + FSN 1400 (C) (JK);SCIE ;BOSCH;;405;
0601667000;SCIE CIRCULAIRE GKS 65  (C);SCIE ;BOSCH;;275;
0601667001;SCIE CIRCULAIRE GKS 65 (C);SCIE ;BOSCH;;275;
0601668904;SCIE CIRCULAIRE GKS 65 G L ;SCIE ;BOSCH;;295;
0601668901;SCIE CIRCULAIRE GKS 65 GCE L ;SCIE ;BOSCH;;369;
0615990M93;SCIE CIRCULAIRE GKS 65 GCE (L) + FSN 1400 (C) (JK);SCIE ;BOSCH;;459;
060157A000;SCIE CIRCULAIRE GKS 85 (C);SCIE ;BOSCH;;355;
060157A901;SCIE CIRCULAIRE GKS 85G L ;SCIE ;BOSCH;;415;
060157A900;SCIE CIRCULAIRE GKS 85G (C);SCIE ;BOSCH;;379;
0615990M92;SCIE CIRCULAIRE GKS 85 G (L) + FSN 1400 (C) (JK);SCIE ;BOSCH;;495;
0615990M0A;Scie plongeante GKT 18V-52 GC 2xProCORE18V 5,5Ah GAL 1880 FSN 1400 L;SCIE ;BOSCH;;945;
06016B4000;SCIE PLONGEANTE GKT 18V-52 GC solo L ;SCIE ;BOSCH;;539;
0615990M9D;SCIE PLONGEANTE GKT 55 GCE (1x FSN);SCIE ;BOSCH;;735;
0601675001;SCIE PLONGEANTE GKT 55 GCE L ;SCIE ;BOSCH;;659;
0601675000;SCIE PLONGEANTE GKT 55 GCE (C);SCIE ;BOSCH;;629;
1600Z0000X;ACCESSOIRE POUR OUTIL PROFESSIONNEL Guide parallèle GKT (C);SCIE ;BOSCH;;59;
060164J00B;SCIE SABRE GSA 18V-LI 2x5,0Ah L ;SCIE ;BOSCH;;479;
060164J007;SCIE SABRE GSA 18V-LI solo L ;SCIE ;BOSCH;;249;
06016A5002;SCIE SABRE GSA 18V-LI C 2x5,0Ah L ;SCIE ;BOSCH;;455;
06016A5006;SCIE SABRE GSA 18V-LI C 2x4,0Ah L ;SCIE ;BOSCH;;409;
06016A5001;SCIE SABRE GSA 18V-LI C solo L ;SCIE ;BOSCH;;205;
06016A5004;SCIE SABRE GSA 18V-LI C solo (C) ;SCIE ;BOSCH;;185;
06016C0003;SCIE SABRE GSA 18V-28 2xProCORE 18V 5,5Ah & GAL 1880;SCIE ;BOSCH;;655;
06016C0001;SCIE SABRE GSA 18V-28 solo L;SCIE ;BOSCH;;319;
06016C0000;SCIE SABRE GSA 18V-28 solo (C);SCIE ;BOSCH;;295;
06016A8106;SCIE SABRE GSA 18V-32 2x5,0Ah + 2 lames COFFRET STANDARD ;SCIE ;BOSCH;;615;
06016A8109;SCIE SABRE GSA 18V-32 solo COFFRET STANDARD ;SCIE ;BOSCH;;375;
06016A8108;SCIE SABRE GSA 18V-32 solo (C);SCIE ;BOSCH;;349;
060164C803;SCIE SABRE GSA 1100 E COFFRET STANDARD ;SCIE ;BOSCH;;205;
060164C800;SCIE SABRE GSA 1100 E COFFRET STANDARD ;SCIE ;BOSCH;;195;
060164E200;SCIE SABRE GSA 1300 PCE COFFRET STANDARD ;SCIE ;BOSCH;;289;
0601637751;SCIE SABRE GFZ 16-35 AC (C) ;SCIE ;BOSCH;;665;
060164L976;SCIE SABRE GSA 12V-14 2x3,0Ah L ;SCIE ;BOSCH;;285;
060164L905;SCIE SABRE GSA 12V-14 solo L ;SCIE ;BOSCH;;165;
060164L902;SCIE SABRE GSA 12V-14 (C) solo ;SCIE ;BOSCH;;139;
06016B5130;SCIE CIRCULAIRE GKS 18V-68 GC 2x5,5Ah ProCORE18V + GAL 1880 CV L;SCIE ;BOSCH;;819;
0601B41001;SCIE RADIALE GCM 18V-216 2x8,0Ah GAL 1880 CV  (C) ;SCIE ;BOSCH;;1029;
0601B41002;SCIE RADIALE GCM 18V-216 2x5,5Ah GAL 1880 CV  (C) ;SCIE ;BOSCH;;975;
0601B41000;SCIE RADIALE GCM 18V-216 solo (C) ;SCIE ;BOSCH;;619;
0601B51000;SCIE RADIALE GCM 18V-216 D (C);SCIE ;BOSCH;;559;
0601B47000;SCIE RADIALE GCM 18V-216 DC solo (C);SCIE ;BOSCH;;829;
0601B51100;SCIE RADIALE GCM 18V-254 D (C);SCIE ;BOSCH;;759;
0601B43001;SCIE RADIALE GCM 18V-305 GDC 2x12,0Ah + GAL 18V-160 C (C) ;SCIE ;BOSCH;;1919;
0601B43002;SCIE RADIALE GCM 18V-305 GDC 2x5,5Ah + GAL 18V-160 C (C) ;SCIE ;BOSCH;;1699;
0601B43000;SCIE RADIALE GCM 18V-305 GDC solo (C) ;SCIE ;BOSCH;;1365;
0601B19000;SCIE RADIALE GCM 800 SJ (C) ;SCIE ;BOSCH;;345;
0601B19200;SCIE RADIALE GCM 8 SDE (C) ;SCIE ;BOSCH;;765;
0601B19100;SCIE RADIALE GCM 8 SJL (C) ;SCIE ;BOSCH;;575;
0615990FV8;SCIE RADIALE  GCM 8 SJL + GTA 2600 (C) ;SCIE ;BOSCH;;655;
0601B27000;SCIE RADIALE GCM 10 GDJ (C);SCIE ;BOSCH;;995;
0601B23600;SCIE RADIALE GCM 12 GDL (C) ;SCIE ;BOSCH;;1265;
0601B23100;SCIE RADIALE GCM 12 SDE (C) ;SCIE ;BOSCH;;1135;
0601B49000;SCIE RADIALE GCM 305-216 D (C);SCIE ;BOSCH;;499;
0601B22600;SCIE RADIALE GCM 254-350 (C) ;SCIE ;BOSCH;;949;
0601B49100;SCIE RADIALE GCM 305-254 D (C);SCIE ;BOSCH;;699;
0601B15001;SCIE SUR TABLE GTM 12 JL (C) ;SCIE ;BOSCH;;869;
0615990GW8;SCIE RADIALE GCM 800 SJ + GTA 2600 (C) ;SCIE ;BOSCH;;679;
0615990EU2;SCIE A ONGLET  GTM 12 JL + GTA 2600 (C) ;SCIE ;BOSCH;;989;
1600A02V35;RAIL POUR COUPE D'ONGLETS FSN X 300 (C);SCIE ;BOSCH;;185;
1600A02V36;RAIL POUR COUPE D'ONGLETS FSN X 440 (C);SCIE ;BOSCH;;199;
1600A02V37;RAIL POUR COUPE D'ONGLETS FSN X 740 (C);SCIE ;BOSCH;;245;
0601B44000;Scie sur table GTS 18V-216 solo (C) ;SCIE ;BOSCH;;885;
0601B44002;Scie sur table GTS 18V-216  + GTA 56 solo (C);SCIE ;BOSCH;;999;
0601B30500;SCIE SUR TABLE GTS 10 J (C) ;SCIE ;BOSCH;;965;
0601B30400;SCIE SUR TABLE GTS 10 XC (C) ;SCIE ;BOSCH;;1129;
0601B42001;SCIE SUR TABLE GTS 635-216 + GTA 560 (C) ;SCIE ;BOSCH;;619;
0601B42000;SCIE SUR TABLE GTS 635-216 (C) ;SCIE ;BOSCH;;549;
06012B7000;Scie à ruban GCB 18V-127 solo (C);SCIE ;BOSCH;;565;
06019M2000;SERTISSEUSE GPT 18V-19 solo L;SERTISSEUSE;BOSCH;;1299;
06019M2001;SERTISSEUSE GPT 18V-19, Kit M (M15/M22/M28), solo L;SERTISSEUSE;BOSCH;;1849;
06019M2002;SERTISSEUSE GPT 18V-19, Kit SV (SV15/SV22/SV28), solo L;SERTISSEUSE;BOSCH;;1849;
06019M2003;SERTISSEUSE GPT 18V-19, Kit U (U16/U20/U25), solo L;SERTISSEUSE;BOSCH;;1849;
06019M2004;SERTISSEUSE GPT 18V-19, Kit TH (TH16/TH20/TH26), solo L;SERTISSEUSE;BOSCH;;1849;
06019M2100;SERTISSEUSE GPT 18V-32 solo XL;SERTISSEUSE;BOSCH;;1599;
06019M2101;SERTISSEUSE GPT 18V-32, Kit M (M15/M22/M28), solo XL;SERTISSEUSE;BOSCH;;2149;
06019M2102;SERTISSEUSE GPT 18V-32, Kit SV (SV15/SV22/SV28), solo XL;SERTISSEUSE;BOSCH;;2149;
06019M2103;SERTISSEUSE GPT 18V-32, Kit U (U16/U20/U25), solo XL;SERTISSEUSE;BOSCH;;2149;
06019M2104;SERTISSEUSE GPT 18V-32, Kit TH (TH16/TH20/TH26), solo XL;SERTISSEUSE;BOSCH;;2149;
06019F5100;SOUFFLEUR GBL 18V-120 solo (C) ;SOUFFLEUR;BOSCH;;99;
06008D2000;Souffleur GBL 18V-750 solo (C);SOUFFLEUR;BOSCH;;205;
1600A019R8;Starter Set batteries GBA 12V 2x2,0Ah + chargeur GAL 12V-40 (C) ;STARTER SETS;BOSCH;;105;
1600A019RD;Starter Set batteries GBA 12V 2x3,0Ah + chargeur GAL 12V-40 (C) ;STARTER SETS;BOSCH;;129;
1600A01NC9;Starter Set batterie GBA 12V 1x2,0Ah + GBA 1x4,0Ah + chargeur GAL 12V-40 (C);STARTER SETS;BOSCH;;129;
1600A01B20;Starter Set batteries GBA 12V 2x6,0Ah + chargeur GAL 12V-40 (C);STARTER SETS;BOSCH;;185;
